District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Kamareddy,Lingampet,21-Nov-22,0,12.1,27.3,36.0,89.9,0.0,5.9
Kamareddy,Lingampet,23-Nov-22,0,16.7,30.7,43.3,89.5,0.0,5.2
Kamareddy,Machareddy,23-Nov-22,0,17.4,30.7,46.5,100.0,0.0,9.0
Kamareddy,Machareddy,25-Nov-22,0,16.5,31.1,48.7,100.0,0.0,6.6
Kamareddy,Madnur,22-Nov-22,0,17.7,30.6,32.8,81.9,0.0,26.1
Kamareddy,Madnur,26-Nov-22,0,13.4,32.6,35.9,94.8,0.0,6.3
Kamareddy,Madnur,29-Nov-22,0,11.8,32.4,31.7,95.3,0.0,9.2
Kamareddy,Naga_Reddipet,09-Nov-22,0,13.9,31.6,20.3,100.0,0.0,9.0
Kamareddy,Naga_Reddipet,14-Nov-22,0,15.7,30.7,34.2,96.7,0.0,10.8
Kamareddy,Nasurullabad,16-Nov-22,0,10.8,31.2,31.9,99.1,0.0,9.4
Kamareddy,Nizamsagar,03-Nov-22,0,18.0,32.8,45.5,99.9,0.0,5.8
Kamareddy,Nizamsagar,04-Nov-22,0,18.0,34.7,37.3,99.9,0.0,4.6
Kamareddy,Nizamsagar,26-Nov-22,0,16.4,34.5,39.0,94.8,0.0,16.7
Kamareddy,Nizamsagar,30-Nov-22,0,13.1,32.7,22.2,96.6,0.0,8.8
Kamareddy,Pedda Kodapgal,07-Nov-22,0,15.3,33.0,50.8,100.0,0.0,2.8
Kamareddy,Rajampet,10-Nov-22,0,17.1,29.6,36.8,86.8,0.0,2.2
Kamareddy,Rajampet,18-Nov-22,0,15.2,28.7,35.1,74.4,0.0,10.1
Kamareddy,Rajampet,19-Nov-22,0,15.7,28.3,39.9,72.5,0.3,5.0
Kamareddy,Ramareddy,07-Nov-22,0,14.7,31.4,44.4,88.8,0.0,3.4
Kamareddy,Ramareddy,08-Nov-22,0,14.6,31.6,39.6,88.9,0.0,2.0
Kamareddy,Sadasivanagar,07-Nov-22,0,17.0,30.4,40.5,75.3,0.0,1.4
Kamareddy,Tadwai,02-Nov-22,0,18.6,30.1,43.2,89.6,0.0,5.4
Kamareddy,Tadwai,06-Nov-22,0,16.1,33.6,34.2,84.3,0.0,5.3
Kamareddy,Yellareddy,03-Nov-22,0,16.7,29.7,59.6,100.0,0.0,4.3
Kamareddy,Yellareddy,04-Nov-22,0,16.4,31.9,44.0,100.0,0.0,5.1
Kamareddy,Yellareddy,30-Nov-22,0,12.4,30.6,19.5,91.8,0.0,2.8
Karimnagar,Chigurumamidi,02-Nov-22,0,19.4,30.7,44.3,100.0,0.0,3.8
Karimnagar,Chigurumamidi,06-Nov-22,0,14.8,34.5,23.5,100.0,0.0,7.3
Karimnagar,Choppadandi,03-Nov-22,0,17.4,29.1,60.1,100.0,0.0,7.1
Karimnagar,Choppadandi,04-Nov-22,0,16.7,32.1,45.7,96.5,0.0,7.1
Karimnagar,Choppadandi,26-Nov-22,0,14.1,31.4,34.0,94.9,0.0,13.7
Karimnagar,Choppadandi,30-Nov-22,0,12.0,30.8,33.8,96.1,0.0,6.1
Karimnagar,Ellandakunta,05-Nov-22,0,18.5,34.9,40.6,95.5,0.0,3.9
Karimnagar,Ellandakunta,23-Nov-22,0,21.0,33.1,38.5,89.0,0.0,4.7
Karimnagar,Ellandakunta,25-Nov-22,0,19.9,33.1,37.9,88.9,0.0,4.5
Karimnagar,Gangadhara,08-Nov-22,0,16.0,32.5,29.1,100.0,0.0,4.7
Karimnagar,Gangadhara,11-Nov-22,0,15.4,30.8,32.9,100.0,0.0,6.2
Karimnagar,Gangadhara,13-Nov-22,0,15.1,30.8,31.2,95.1,0.0,5.9
Karimnagar,Gangadhara,17-Nov-22,0,12.8,30.7,22.6,93.0,0.0,4.0
Karimnagar,Gannervaram,15-Nov-22,0,16.3,32.0,39.7,96.8,0.0,3.2
Karimnagar,Huzurabad,03-Nov-22,0,18.5,28.9,60.1,94.9,0.0,4.4
Karimnagar,Huzurabad,04-Nov-22,0,18.8,32.5,56.0,94.2,0.0,0.1
Karimnagar,Huzurabad,26-Nov-22,0,15.9,31.5,34.5,87.6,0.0,13.6
Karimnagar,Huzurabad,30-Nov-22,0,13.8,30.4,32.7,90.4,0.0,0.6
Karimnagar,Jammikunta,09-Nov-22,0,15.2,34.1,29.0,100.0,0.0,7.5
Karimnagar,Jammikunta,14-Nov-22,0,15.7,34.1,35.3,100.0,0.0,7.7
Karimnagar,Jammikunta,24-Nov-22,0,17.7,32.8,40.4,99.1,0.0,6.1
Karimnagar,Karimnagar,16-Nov-22,0,15.0,31.5,27.1,74.1,0.0,8.5
Karimnagar,Karimnagar_Rural,22-Nov-22,0,20.2,30.4,39.4,75.9,0.0,9.0
Karimnagar,Karimnagar_Rural,26-Nov-22,0,16.2,31.4,34.5,85.3,0.0,2.7
Karimnagar,Karimnagar_Rural,29-Nov-22,0,13.7,31.2,31.3,93.5,0.0,6.8
Karimnagar,Kothapalle,18-Nov-22,0,15.6,31.5,25.2,100.0,0.0,13.1
Karimnagar,Manakondur,20-Nov-22,0,14.0,30.3,31.4,94.1,0.0,7.9
Karimnagar,Ramadugu,21-Nov-22,0,15.8,27.7,29.0,78.3,0.0,10.0
Karimnagar,Ramadugu,23-Nov-22,0,18.2,31.3,35.7,85.4,0.0,8.9
Karimnagar,Shankarapatnam,18-Nov-22,0,14.3,31.0,22.7,100.0,0.0,16.5
Karimnagar,Shankarapatnam,19-Nov-22,0,14.3,30.7,27.5,100.0,0.0,11.8
Karimnagar,Shankarapatnam,27-Nov-22,0,13.8,31.9,24.0,100.0,0.0,13.7
Karimnagar,Thimmapur,01-Nov-22,0,16.8,32.5,33.0,100.0,0.0,12.5
Karimnagar,Thimmapur,07-Nov-22,0,16.6,35.3,25.3,100.0,0.0,7.9
Karimnagar,Thimmapur,17-Nov-22,0,11.1,32.5,22.7,93.4,0.0,11.8
Karimnagar,V_Saidapur,07-Nov-22,0,17.8,33.0,35.1,93.3,0.0,9.8
Karimnagar,V_Saidapur,11-Nov-22,0,16.3,32.1,35.9,88.6,0.0,9.9
Karimnagar,V_Saidapur,13-Nov-22,0,17.2,31.8,36.4,86.1,0.0,8.1
Karimnagar,Veenavanka,05-Nov-22,0,19.5,34.5,36.1,87.6,0.0,8.7
Karimnagar,Veenavanka,23-Nov-22,0,23.4,33.2,33.5,83.2,0.0,9.6
Karimnagar,Veenavanka,25-Nov-22,0,20.7,34.0,31.1,66.5,0.0,4.8
Khammam,Bonakal,05-Nov-22,0,23.0,33.5,58.9,100.0,0.0,8.0
Khammam,Bonakal,23-Nov-22,0,23.0,31.5,62.7,98.2,0.0,6.3
Khammam,Bonakal,25-Nov-22,0,22.7,34.8,52.7,100.0,0.0,2.8
Khammam,Chinthakani,10-Nov-22,0,20.1,35.6,39.6,98.1,0.0,4.6
Khammam,Chinthakani,18-Nov-22,0,16.0,32.4,38.4,95.0,0.0,5.8
Khammam,Chinthakani,27-Nov-22,0,17.2,34.8,33.8,95.9,0.0,5.9
Khammam,Enkuru,01-Nov-22,0,20.7,35.4,46.4,99.9,0.0,12.3
Khammam,Enkuru,08-Nov-22,0,19.1,35.8,38.1,100.0,0.0,4.9
Khammam,Enkuru,11-Nov-22,0,18.7,33.3,42.1,98.7,0.0,9.3
Khammam,Enkuru,13-Nov-22,0,19.5,34.3,43.3,98.9,0.0,8.2
Khammam,Enkuru,17-Nov-22,0,14.5,33.4,34.0,99.4,0.0,5.6
Khammam,Kalluru,03-Nov-22,0,23.7,32.8,63.0,99.9,0.0,8.4
Khammam,Kalluru,04-Nov-22,0,22.8,31.9,63.5,99.9,0.0,7.2
Khammam,Kalluru,22-Nov-22,0,19.8,27.6,60.0,99.9,0.0,4.8
Khammam,Kalluru,30-Nov-22,0,16.1,32.2,44.2,99.9,0.0,4.3
Khammam,Kamepalle,22-Nov-22,0,20.1,27.6,71.8,99.9,0.0,2.4
Khammam,Kamepalle,26-Nov-22,0,19.2,31.8,56.7,99.9,0.0,2.0
Khammam,Kamepalle,29-Nov-22,0,16.4,33.0,35.1,94.4,0.0,4.1
Khammam,Khammam_Rural,21-Nov-22,0,22.0,31.1,50.4,84.4,0.0,2.6
Khammam,Khammam_Rural,23-Nov-22,0,23.5,32.4,66.4,100.0,0.0,5.4
Khammam,Khammam_Urban,16-Nov-22,0,17.4,34.3,37.7,99.9,0.0,2.3
Khammam,Konijerla,10-Nov-22,0,19.3,34.9,44.9,99.9,0.0,11.5
Khammam,Konijerla,18-Nov-22,0,16.2,34.1,41.4,96.7,0.0,8.5
Khammam,Kusumanchi,09-Nov-22,0,21.5,33.0,37.6,100.0,0.0,5.2
Khammam,Kusumanchi,14-Nov-22,0,21.4,32.2,46.0,97.3,0.0,7.2
Khammam,Kusumanchi,24-Nov-22,0,22.9,31.1,63.4,100.0,0.0,6.5
Khammam,Madhira,01-Nov-22,0,22.6,33.7,55.0,99.6,0.0,8.4
Khammam,Madhira,07-Nov-22,0,19.6,33.9,45.7,100.0,0.0,4.3
Khammam,Mudigonda,28-Nov-22,0,16.3,34.8,38.7,99.9,0.0,5.1
Khammam,Nelakondapalle,02-Nov-22,0,23.1,33.0,68.7,96.9,0.0,4.3
Khammam,Nelakondapalle,06-Nov-22,0,22.1,35.2,64.1,96.9,0.0,0.4
Khammam,Penuballi,05-Nov-22,0,21.4,32.5,72.8,98.1,0.0,16.5
Khammam,Penuballi,25-Nov-22,0,21.8,31.6,65.6,97.8,0.0,9.7
Khammam,Raghunadhapalem,05-Nov-22,0,21.6,32.9,66.9,100.0,0.0,7.8
Khammam,Raghunadhapalem,25-Nov-22,0,21.7,32.9,52.4,100.0,0.0,4.0
Khammam,Sathupalle,15-Nov-22,0,17.3,34.3,42.2,100.0,0.0,5.1
Khammam,Singareni,19-Nov-22,0,16.9,30.9,36.5,92.4,0.0,3.7
Khammam,Singareni,27-Nov-22,0,15.2,32.7,36.3,99.1,0.0,3.8
Khammam,Thallada,12-Nov-22,0,20.8,35.8,46.1,100.0,0.0,10.8
Khammam,Thallada,15-Nov-22,0,19.9,35.8,47.0,100.0,0.0,5.9
Khammam,Thirumalayapalem,07-Nov-22,0,20.0,32.8,56.4,100.0,0.0,10.3
Khammam,Thirumalayapalem,17-Nov-22,0,14.3,32.2,37.5,100.0,0.0,5.7
Khammam,Vemsoor,04-Nov-22,0,22.6,32.6,60.9,95.4,0.0,0.0
Khammam,Vemsoor,30-Nov-22,0,15.9,32.2,44.7,94.0,0.0,0.0
Khammam,Wyra,21-Nov-22,0,22.6,32.5,49.8,76.5,0.0,9.6
Khammam,Wyra,25-Nov-22,0,22.7,31.4,71.6,100.0,0.0,5.7
Khammam,Yerrupalem,15-Nov-22,0,20.7,32.6,56.3,100.0,0.0,8.9
Kumuram Bheem,Bejjur,05-Nov-22,0,16.1,33.7,25.2,100.0,0.0,6.2
Kumuram Bheem,Bejjur,21-Nov-22,0,16.2,29.3,31.5,90.6,0.0,12.6
Kumuram Bheem,Bejjur,23-Nov-22,0,18.7,31.9,44.2,89.4,0.0,10.8
Kumuram Bheem,Bejjur,25-Nov-22,0,15.5,31.7,31.7,100.0,0.0,10.8
Kumuram Bheem,Chintalamanepally,19-Nov-22,0,14.8,28.7,58.3,89.1,0.0,7.9
Kumuram Bheem,Chintalamanepally,27-Nov-22,0,11.0,29.4,48.7,94.2,0.0,5.7
Kumuram Bheem,Dahegaon,09-Nov-22,0,16.4,31.4,42.4,92.6,0.0,6.3
Kumuram Bheem,Dahegaon,14-Nov-22,0,15.7,32.5,46.5,99.9,0.0,9.0
Kumuram Bheem,Dahegaon,24-Nov-22,0,18.1,33.0,47.8,99.9,0.0,7.1
Kumuram Bheem,Jainoor,01-Nov-22,0,15.9,27.6,38.4,90.3,0.0,9.2
Kumuram Bheem,Jainoor,07-Nov-22,0,17.4,31.4,37.0,89.4,0.0,7.1
Kumuram Bheem,Jainoor,08-Nov-22,0,15.8,32.1,27.1,84.2,0.0,10.1
Kumuram Bheem,Jainoor,13-Nov-22,0,14.6,29.1,39.8,91.1,0.0,13.9
Kumuram Bheem,Jainoor,17-Nov-22,0,14.5,29.6,28.6,83.5,0.0,8.1
Kumuram Bheem,Kagaznagar,07-Nov-22,0,17.5,34.3,39.7,99.9,0.0,2.6
Kumuram Bheem,Kagaznagar,11-Nov-22,0,16.3,31.0,42.0,99.9,0.0,10.7
Kumuram Bheem,Kagaznagar,13-Nov-22,0,15.7,32.9,40.6,99.9,0.0,5.4
Kumuram Bheem,Kerameri,28-Nov-22,0,11.0,29.0,32.7,81.1,0.0,8.8
Kumuram Bheem,Kouthala,01-Nov-22,0,17.0,28.7,62.6,99.9,0.0,2.3
Kumuram Bheem,Kouthala,07-Nov-22,0,19.0,32.4,55.3,99.9,0.0,0.0
Kumuram Bheem,Kouthala,17-Nov-22,0,13.2,32.4,44.3,99.9,0.0,2.2
Kumuram Bheem,Lingapur,04-Nov-22,0,15.8,30.6,42.3,86.4,0.0,11.4
Kumuram Bheem,Lingapur,30-Nov-22,0,13.9,28.4,38.2,77.3,0.0,9.8
Kumuram Bheem,Penchikalpet,04-Nov-22,0,16.8,32.0,46.5,97.8,0.0,8.1
Kumuram Bheem,Penchikalpet,30-Nov-22,0,13.2,29.3,40.0,97.8,0.0,10.2
Kumuram Bheem,Rebbana,10-Nov-22,0,15.8,32.3,47.1,98.2,0.0,5.1
Kumuram Bheem,Rebbana,18-Nov-22,0,15.3,32.2,39.1,95.3,0.0,9.0
Kumuram Bheem,Rebbana,19-Nov-22,0,14.0,30.4,47.7,95.2,0.0,8.5
Kumuram Bheem,Sirpur_T,02-Nov-22,0,20.8,32.6,53.4,100.0,0.0,2.4
Kumuram Bheem,Sirpur_T,06-Nov-22,0,16.8,32.3,40.4,100.0,0.0,3.4
Kumuram Bheem,Sirpur_T,20-Nov-22,0,11.6,29.6,41.1,100.0,0.0,10.0
Kumuram Bheem,Sirpur_U,21-Nov-22,0,9.3,27.2,33.3,94.5,0.0,7.7
Kumuram Bheem,Tiryani,03-Nov-22,0,15.2,30.4,56.2,99.1,0.0,0.4
Kumuram Bheem,Tiryani,22-Nov-22,0,16.3,30.4,41.6,89.8,0.0,4.8
Kumuram Bheem,Tiryani,26-Nov-22,0,10.9,30.0,39.9,97.9,0.0,0.9
Kumuram Bheem,Tiryani,29-Nov-22,0,9.3,29.6,32.3,97.1,0.0,2.8
Kumuram Bheem,Wankdi,20-Nov-22,0,9.8,27.5,45.8,98.7,0.0,7.4
Mahabubabad,Bayyaram,10-Nov-22,0,18.6,32.4,49.5,90.0,0.0,4.5
Mahabubabad,Bayyaram,27-Nov-22,0,14.5,32.0,36.0,91.3,0.0,7.5
Mahabubabad,Chinnagudur,22-Nov-22,0,19.8,26.5,9.0,86.4,0.0,0.5
Mahabubabad,Chinnagudur,29-Nov-22,0,13.2,31.1,26.6,75.0,0.0,0.1
Mahabubabad,Danthalapalle,10-Nov-22,0,18.4,32.0,47.4,94.8,0.0,0.3
Mahabubabad,Danthalapalle,27-Nov-22,0,14.3,32.2,26.6,100.0,0.0,0.8
Mahabubabad,Dornakal,03-Nov-22,0,22.3,32.2,56.6,100.0,0.0,10.5
Mahabubabad,Dornakal,04-Nov-22,0,22.3,32.6,50.2,100.0,0.0,5.9
Mahabubabad,Dornakal,22-Nov-22,0,19.5,26.7,53.8,100.0,0.0,9.9
Mahabubabad,Ganagavaram,01-Nov-22,0,19.7,32.8,54.8,98.2,0.0,6.9
Mahabubabad,Ganagavaram,08-Nov-22,0,17.9,33.8,46.8,93.3,0.0,7.6
Mahabubabad,Ganagavaram,11-Nov-22,0,18.3,32.0,50.6,97.3,0.0,8.7
Mahabubabad,Ganagavaram,13-Nov-22,0,17.6,32.1,55.0,98.9,0.0,7.1
Mahabubabad,Ganagavaram,17-Nov-22,0,15.0,32.9,39.1,97.4,0.0,7.1
Mahabubabad,Garla,08-Nov-22,0,18.9,33.5,50.5,100.0,0.0,0.0
Mahabubabad,Garla,18-Nov-22,0,15.4,30.8,46.8,100.0,0.0,0.0
Mahabubabad,Garla,19-Nov-22,0,16.4,30.7,46.2,98.8,0.0,0.0
Mahabubabad,Garla,27-Nov-22,0,13.7,30.6,45.6,97.8,0.0,0.0
Mahabubabad,Gudur,12-Nov-22,0,18.8,31.2,48.1,94.9,0.0,6.9
Mahabubabad,Gudur,15-Nov-22,0,15.8,30.8,53.9,98.2,0.0,5.6
Mahabubabad,Kesamudram,23-Nov-22,0,21.7,32.6,43.9,100.0,0.0,9.1
Mahabubabad,Kesamudram,25-Nov-22,0,20.0,32.4,54.3,100.0,0.0,7.0
Mahabubabad,Kothaguda,05-Nov-22,0,19.8,31.5,65.0,99.9,0.0,5.7
Mahabubabad,Kothaguda,21-Nov-22,0,18.3,28.6,39.9,76.7,0.0,5.7
Mahabubabad,Kuravi,02-Nov-22,0,21.1,28.7,62.6,99.9,0.0,8.7
Mahabubabad,Kuravi,06-Nov-22,0,19.4,32.7,47.1,99.9,0.0,6.6
Mahabubabad,Mahabubabad,09-Nov-22,0,19.1,33.1,35.0,100.0,0.0,5.0
Mahabubabad,Mahabubabad,14-Nov-22,0,18.7,33.0,36.1,100.0,0.0,4.3
Mahabubabad,Mahabubabad,24-Nov-22,0,22.6,33.8,43.8,100.0,0.0,4.8
Mahabubabad,Maripeda,01-Nov-22,0,20.8,30.7,53.4,95.5,0.0,5.8
Mahabubabad,Maripeda,07-Nov-22,0,20.3,32.6,55.9,99.2,0.0,1.9
Mahabubabad,Maripeda,17-Nov-22,0,16.5,31.2,40.4,89.6,0.0,4.9
Mahabubabad,Narsimhulapet,05-Nov-22,0,20.9,34.5,51.7,95.9,0.0,6.7
Mahabubabad,Narsimhulapet,23-Nov-22,0,22.3,34.9,42.6,95.0,0.0,4.8
Mahabubabad,Peddavangara,07-Nov-22,0,19.0,33.4,38.3,100.0,0.0,9.0
Mahabubabad,Peddavangara,08-Nov-22,0,17.5,32.9,34.9,100.0,0.0,7.4
Mahabubabad,Peddavangara,13-Nov-22,0,17.9,32.6,41.7,94.5,0.0,10.3
Mahabubabad,Thorrur,16-Nov-22,0,14.5,31.9,25.3,95.0,0.0,2.8
Mahabubnagar,Addakal,07-Nov-22,0,17.8,31.9,39.6,88.2,0.0,6.0
Mahabubnagar,Balanagar,12-Nov-22,0,16.0,30.8,33.0,100.0,0.0,5.8
Mahabubnagar,Balanagar,15-Nov-22,0,16.0,32.0,38.9,100.0,0.0,2.1
Mahabubnagar,Bhoothpur,21-Nov-22,0,17.0,29.7,38.4,77.0,0.0,8.2
Mahabubnagar,Chinna_Chintha_Kunta,09-Nov-22,0,15.8,32.7,33.5,100.0,0.0,7.0
Mahabubnagar,Chinna_Chintha_Kunta,14-Nov-22,0,18.5,33.0,44.7,100.0,0.0,12.4
Mahabubnagar,Devarkadara,02-Nov-22,0,20.5,27.9,59.7,91.4,0.0,0.0
Mahabubnagar,Devarkadara,06-Nov-22,0,18.8,31.2,56.0,92.6,0.0,0.0
Mahabubnagar,Gandeed,01-Nov-22,0,16.7,30.6,36.3,99.7,0.0,6.3
Mahabubnagar,Gandeed,08-Nov-22,0,13.9,32.8,33.6,99.9,0.0,6.9
Mahabubnagar,Gandeed,11-Nov-22,0,14.6,31.3,40.8,99.3,0.0,4.9
Mahabubnagar,Gandeed,13-Nov-22,0,16.4,32.6,40.0,93.4,0.0,1.0
Mahabubnagar,Gandeed,17-Nov-22,0,10.4,32.6,18.0,99.0,0.0,7.8
Mahabubnagar,Hanwada,02-Nov-22,0,19.5,27.1,66.0,100.0,0.0,6.1
Mahabubnagar,Hanwada,06-Nov-22,0,18.1,31.0,60.2,100.0,0.0,2.4
Mahabubnagar,Hanwada,20-Nov-22,0,13.1,28.2,41.9,89.5,0.0,8.3
Mahabubnagar,Jadcherla,28-Nov-22,0,16.4,35.7,53.5,96.0,0.0,3.4
Mahabubnagar,Koilkonda,22-Nov-22,0,19.6,29.2,41.4,91.2,0.0,2.5
Mahabubnagar,Koilkonda,26-Nov-22,0,17.6,34.6,44.0,99.9,0.0,4.7
Mahabubnagar,Koilkonda,29-Nov-22,0,15.5,32.4,23.8,84.5,0.0,2.5
Mahabubnagar,Koilkonda,30-Nov-22,0,13.1,32.4,30.0,99.9,0.0,4.2
Mahabubnagar,Mahabubnagar_Rural,10-Nov-22,0,17.4,32.6,32.9,85.7,0.0,0.0
Mahabubnagar,Mahabubnagar_Rural,19-Nov-22,0,15.1,30.9,35.4,80.9,0.0,1.1
Mahabubnagar,Mahabubnagar_Rural,27-Nov-22,0,17.0,33.2,37.1,75.5,0.0,0.2
Mahabubnagar,Mahabubnagar_Urban,02-Nov-22,0,20.1,26.9,59.7,93.8,0.0,4.7
Mahabubnagar,Mahabubnagar_Urban,06-Nov-22,0,19.3,31.1,53.4,97.2,0.0,9.9
Mahabubnagar,Mahabubnagar_Urban,20-Nov-22,0,15.2,29.8,35.3,78.3,0.0,8.3
Mahabubnagar,Midjil,20-Nov-22,0,12.0,29.7,33.1,97.3,0.0,11.8
Mahabubnagar,Mohammamdabad,03-Nov-22,0,18.3,29.2,67.2,100.0,0.0,2.0
Mahabubnagar,Mohammamdabad,04-Nov-22,0,20.6,31.7,48.0,100.0,0.0,3.5
Mahabubnagar,Mohammamdabad,22-Nov-22,0,19.8,27.8,44.1,95.1,0.0,1.5
Mahabubnagar,Musapet,01-Nov-22,0,19.7,32.7,39.1,89.5,0.0,5.5
Mahabubnagar,Musapet,08-Nov-22,0,16.3,32.9,46.8,99.9,0.0,7.4
Mahabubnagar,Musapet,11-Nov-22,0,18.7,32.3,49.5,89.5,0.0,7.4
Mahabubnagar,Musapet,13-Nov-22,0,20.6,31.2,55.0,96.5,0.0,9.6
Mahabubnagar,Musapet,17-Nov-22,0,13.8,32.8,22.9,88.1,0.0,7.6
Mahabubnagar,Nawabpet,05-Nov-22,0,19.6,30.5,64.8,100.0,0.0,5.9
Mahabubnagar,Nawabpet,23-Nov-22,0,20.9,31.0,48.3,94.5,0.0,7.6
Mahabubnagar,Nawabpet,25-Nov-22,0,18.9,30.2,61.3,100.0,0.0,10.2
Mahabubnagar,Rajapur,09-Nov-22,0,14.5,31.0,34.4,100.0,0.0,5.0
Mahabubnagar,Rajapur,14-Nov-22,0,17.7,29.5,56.3,100.0,0.0,3.2
Mancherial,Bellampalle,12-Nov-22,0,18.4,32.1,40.7,80.2,0.0,7.1
Mancherial,Bellampalle,15-Nov-22,0,14.4,32.3,37.9,90.4,0.0,3.6
Mancherial,Bheemini,22-Nov-22,0,17.9,31.0,48.0,80.9,2.5,6.8
Mancherial,Bheemini,26-Nov-22,0,12.9,30.2,40.3,94.6,0.0,7.5
Mancherial,Bheemini,29-Nov-22,0,12.9,31.0,38.4,96.3,0.0,7.0
Mancherial,Bhimaram,20-Nov-22,0,13.1,28.6,48.4,98.8,0.0,2.3
Mancherial,Chennur,10-Nov-22,0,16.3,32.8,40.9,96.1,0.0,3.9
Mancherial,Chennur,18-Nov-22,0,14.8,32.9,35.7,93.7,0.0,5.2
Mancherial,Dandepalle,02-Nov-22,0,20.9,29.9,67.9,100.0,0.0,3.4
Mancherial,Dandepalle,06-Nov-22,0,15.5,34.5,44.6,100.0,0.0,4.7
Mancherial,Hajipur,16-Nov-22,0,10.8,32.6,34.8,100.0,0.0,4.4
Mancherial,Jaipur,19-Nov-22,0,14.6,30.8,38.8,97.5,0.0,4.6
Mancherial,Jaipur,27-Nov-22,0,12.1,31.0,32.7,100.0,0.0,6.0
Mancherial,Jannaram,12-Nov-22,0,13.7,32.6,37.4,95.6,0.0,6.0
Mancherial,Jannaram,15-Nov-22,0,10.9,32.9,35.7,95.4,0.0,15.9
Mancherial,Kannepalli,05-Nov-22,0,15.5,32.5,43.8,97.3,0.0,6.9
Mancherial,Kannepalli,23-Nov-22,0,19.0,31.0,53.3,87.1,0.0,10.0
Mancherial,Kasipet,24-Nov-22,0,18.5,32.9,40.8,82.8,0.0,4.9
Mancherial,Kotapalle,16-Nov-22,0,13.1,31.9,34.5,100.0,0.0,5.7
Mancherial,Luxettipet,28-Nov-22,0,11.9,32.9,24.0,100.0,0.0,2.9
Mancherial,Mancherial,20-Nov-22,0,14.3,28.8,37.9,92.2,0.0,9.3
Mancherial,Mandamarri,09-Nov-22,0,16.4,32.5,39.2,99.9,0.0,5.0
Mancherial,Mandamarri,14-Nov-22,0,16.3,31.4,41.5,87.3,0.0,5.9
Mancherial,Mandamarri,24-Nov-22,0,19.5,32.9,41.1,69.4,0.0,7.7
Mancherial,Naspur,28-Nov-22,0,13.0,32.1,34.9,100.0,0.0,5.3
Mancherial,Nennal,21-Nov-22,0,16.5,28.5,40.4,84.3,0.0,9.6
Mancherial,Tandur,08-Nov-22,0,17.9,33.0,45.4,87.8,0.0,3.1
Mancherial,Tandur,11-Nov-22,0,18.5,30.2,48.7,82.1,0.0,4.7
Mancherial,Tandur,13-Nov-22,0,17.2,30.0,50.3,84.5,0.0,5.6
Mancherial,Tandur,17-Nov-22,0,15.5,30.3,37.1,80.6,0.0,4.6
Mancherial,Vemanpalle,12-Nov-22,0,16.3,30.4,40.6,100.0,0.0,1.8
Mancherial,Vemanpalle,15-Nov-22,0,13.9,29.3,38.4,100.0,0.0,7.5
Medak,Alladurg,11-Nov-22,0,15.1,30.2,33.9,100.0,0.7,6.3
Medak,Chegunta,03-Nov-22,0,15.7,30.6,62.4,95.9,0.0,7.2
Medak,Chegunta,04-Nov-22,0,18.3,30.7,46.6,93.2,0.0,11.5
Medak,Chegunta,30-Nov-22,0,11.6,30.4,29.4,92.5,0.0,8.2
Medak,Chilipched,11-Nov-22,0,14.0,29.5,42.0,100.0,0.0,10.0
Medak,Havelighanpur,16-Nov-22,0,10.9,30.4,37.0,100.0,0.0,9.4
Medak,Kowdipalle,02-Nov-22,0,17.1,28.3,52.8,100.0,0.0,9.1
Medak,Kowdipalle,06-Nov-22,0,12.9,31.7,35.1,100.0,0.0,11.3
Medak,Kulcharam,10-Nov-22,0,14.1,32.5,25.3,100.0,0.0,7.6
Medak,Kulcharam,18-Nov-22,0,12.8,32.5,23.4,98.8,0.0,11.0
Medak,Kulcharam,19-Nov-22,0,12.3,32.0,25.9,99.7,0.0,5.4
Medak,Manoharabad,05-Nov-22,0,18.0,30.2,58.1,100.0,0.0,6.8
Medak,Manoharabad,23-Nov-22,0,19.3,29.9,52.1,98.7,0.0,8.2
Medak,Manoharabad,25-Nov-22,0,18.4,29.1,58.7,100.0,0.0,5.3
Medak,Masaipet,02-Nov-22,0,19.8,27.7,58.8,91.7,0.0,9.9
Medak,Masaipet,06-Nov-22,0,14.6,32.6,38.6,92.3,0.0,9.4
Medak,Medak,21-Nov-22,0,14.0,29.7,33.4,99.9,0.0,12.2
Medak,Medak,25-Nov-22,0,18.0,32.6,46.1,99.9,0.0,10.6
Medak,Narsapur,10-Nov-22,0,14.4,30.0,36.9,99.6,0.0,9.2
Medak,Narsapur,18-Nov-22,0,12.5,30.7,32.9,98.1,0.0,13.7
Medak,Narsapur,27-Nov-22,0,13.8,32.7,39.0,91.4,0.0,7.1
Medak,Narsingi,09-Nov-22,0,12.4,31.5,33.2,100.0,0.0,7.1
Medak,Narsingi,14-Nov-22,0,16.1,30.0,46.5,96.3,0.0,11.4
Medak,Narsingi,24-Nov-22,0,19.1,30.6,48.2,97.1,0.0,6.1
Medak,Papannapet,05-Nov-22,0,15.6,34.6,30.7,100.0,0.0,6.0
Medak,Papannapet,21-Nov-22,0,13.5,31.5,24.4,83.3,0.0,6.5
Medak,Papannapet,23-Nov-22,0,17.8,33.9,31.8,83.7,0.0,6.1
