District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph),,,,,
Rajanna Sircilla,Vemulawada_Rural,06-Feb-21,0,15,32.3,36.1,100,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,07-Feb-21,0,15.6,30.9,33,100,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,08-Feb-21,0,11.2,30.3,30.5,95.4,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,09-Feb-21,0,10.9,32.2,22.7,100,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,10-Feb-21,0,11.5,33,22.9,99.9,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,11-Feb-21,0,13.7,33.1,22.9,99.9,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,12-Feb-21,0,16.1,32.1,30.7,99.9,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,13-Feb-21,0,16,33.1,28.4,99.9,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,14-Feb-21,0,16,32.4,32.5,99.9,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,15-Feb-21,0,17.4,34.8,37.1,99.9,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,16-Feb-21,0,17.7,35.6,30.8,99.9,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,17-Feb-21,0,17.8,33.8,26.4,88.5,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,18-Feb-21,0,17.5,33.3,32,99.9,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,19-Feb-21,0.7,18.3,27.5,60.3,99.9,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,20-Feb-21,0,15.7,30.3,48.4,100,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,21-Feb-21,0,16.3,29.9,37.2,100,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,22-Feb-21,0,17,30.7,37.7,100,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,23-Feb-21,0,18.4,33.2,29.4,99.9,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,24-Feb-21,0,16.9,35.4,23,99.9,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,25-Feb-21,0,17.2,35.7,24.9,94.8,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,26-Feb-21,0,18.1,37.5,17.9,95.5,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,27-Feb-21,0,18.6,37.9,21.3,89.6,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,28-Feb-21,0,17.9,37.2,15,94.9,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,01-Mar-21,0,22.1,35.9,23.2,82.5,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,02-Mar-21,0,20.3,36.5,21.1,96.5,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,03-Mar-21,0,20.5,36.5,26.5,99.9,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,04-Mar-21,0,18.4,34.1,22.9,95.8,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,05-Mar-21,0,17.6,36.9,16.5,94.8,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,06-Mar-21,0,17.2,37.2,14,89.1,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,07-Mar-21,0,17.3,37.1,14.2,95.5,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,08-Mar-21,0,19.9,37.3,25.5,99.9,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,09-Mar-21,0,19.5,37.4,26.3,99.9,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,10-Mar-21,0,20.5,34.4,31.8,99.9,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,11-Mar-21,0,17.4,36.3,36.7,99.9,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,12-Mar-21,0,18.7,36.8,31,99.9,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,13-Mar-21,0,17.9,36.7,23.7,99.9,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,14-Mar-21,0,17.1,34.5,30.7,99.9,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,15-Mar-21,0,18,34.5,22.4,83.6,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,16-Mar-21,0,19.8,33.8,33.3,95.5,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,17-Mar-21,0,20,34.7,29.6,95.5,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,18-Mar-21,0,21,35.6,26.1,99.9,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,19-Mar-21,0,21.1,34.8,43.1,83.7,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,20-Mar-21,0,21.2,34.5,27.5,89.6,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,21-Mar-21,0,20.5,34.5,32.4,89.5,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,22-Mar-21,0,20.9,34.2,30.9,95.8,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,23-Mar-21,0,22.3,36,26.8,76,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,24-Mar-21,0,19.8,34.9,34.1,88.9,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,25-Mar-21,0,20.8,36.6,31,97.8,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,26-Mar-21,0,20.5,36,23.2,89.6,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,27-Mar-21,0,20.5,37,27.5,89,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,28-Mar-21,0,20.1,39.3,17.8,83.3,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,29-Mar-21,0,21.4,39.3,9.3,96.2,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,30-Mar-21,0,21.4,39.9,14.6,83.9,,,,,,,
Rajanna Sircilla,Vemulawada_Rural,31-Mar-21,0,22.6,39.2,14.2,69.5,,,,,,,
Rajanna Sircilla,Boinpalle,01-Jan-21,0,15.4,28.5,52.7,97.9,,,,,,,
Rajanna Sircilla,Boinpalle,02-Jan-21,0,14.4,28.1,55.8,98.1,,,,,,,
Rajanna Sircilla,Boinpalle,03-Jan-21,0,13.2,28.7,51.2,98.3,,,,,,,
Rajanna Sircilla,Boinpalle,04-Jan-21,0,15.2,28.5,53.2,98.5,,,,,,,
Rajanna Sircilla,Boinpalle,05-Jan-21,0,15.2,29.2,46.3,98,,,,,,,
Rajanna Sircilla,Boinpalle,06-Jan-21,0,19.1,29.1,50.6,96.8,,,,,,,
Rajanna Sircilla,Boinpalle,07-Jan-21,4.5,20.7,27.8,63.9,97.4,,,,,,,
Rajanna Sircilla,Boinpalle,08-Jan-21,1.7,20.9,27.5,71,98.6,,,,,,,
Rajanna Sircilla,Boinpalle,09-Jan-21,0,17.5,31.3,45.9,98.6,,,,,,,
Rajanna Sircilla,Boinpalle,10-Jan-21,0,15.8,31,37.5,98.3,,,,,,,
Rajanna Sircilla,Boinpalle,11-Jan-21,0,15.7,31.6,38.2,97.2,,,,,,,
Rajanna Sircilla,Boinpalle,12-Jan-21,0,17,30.5,47.3,98,,,,,,,
Rajanna Sircilla,Boinpalle,13-Jan-21,0,17.5,30.3,50.6,98.1,,,,,,,
Rajanna Sircilla,Boinpalle,14-Jan-21,0,15.3,31.1,43.3,98,,,,,,,
Rajanna Sircilla,Boinpalle,15-Jan-21,0,14.9,31,43.3,98,,,,,,,
Rajanna Sircilla,Boinpalle,16-Jan-21,0,15.2,30.2,45.8,98,,,,,,,
Rajanna Sircilla,Boinpalle,17-Jan-21,0,15.8,30.6,40.5,98.2,,,,,,,
Rajanna Sircilla,Boinpalle,18-Jan-21,0,15.7,29.7,46.7,98.2,,,,,,,
Rajanna Sircilla,Boinpalle,19-Jan-21,0,16,29.4,48.4,98.6,,,,,,,
Rajanna Sircilla,Boinpalle,20-Jan-21,0,16.5,32.1,43,97.2,,,,,,,
Rajanna Sircilla,Boinpalle,21-Jan-21,0,18.1,32.7,38.6,94.4,,,,,,,
Rajanna Sircilla,Boinpalle,22-Jan-21,0,16.4,32.6,38.9,96.2,,,,,,,
Rajanna Sircilla,Boinpalle,23-Jan-21,0,16.4,32,45.5,98.1,,,,,,,
Rajanna Sircilla,Boinpalle,24-Jan-21,0,17.3,31.9,45,97.6,,,,,,,
Rajanna Sircilla,Boinpalle,25-Jan-21,0,17.4,33.3,43.7,96,,,,,,,
Rajanna Sircilla,Boinpalle,26-Jan-21,0,17.2,33,43.9,97.7,,,,,,,
Rajanna Sircilla,Boinpalle,27-Jan-21,0,17.9,32.1,44.2,97.8,,,,,,,
Rajanna Sircilla,Boinpalle,28-Jan-21,0,17.5,30.6,51.1,98.2,,,,,,,
Rajanna Sircilla,Boinpalle,29-Jan-21,0,17.4,30.7,48.8,98.4,,,,,,,
Rajanna Sircilla,Boinpalle,30-Jan-21,0,19.3,31.4,46.2,97.2,,,,,,,
Rajanna Sircilla,Boinpalle,31-Jan-21,0,17.9,30.2,50.8,92.4,,,,,,,
Rajanna Sircilla,Boinpalle,01-Feb-21,0,16.3,29.7,53,91.6,,,,,,,
Rajanna Sircilla,Boinpalle,02-Feb-21,0,12.8,30,47.6,94.8,,,,,,,
Rajanna Sircilla,Boinpalle,03-Feb-21,0,11.4,30.9,29.3,96.8,,,,,,,
Rajanna Sircilla,Boinpalle,04-Feb-21,0,11.7,31.1,21,94,,,,,,,
Rajanna Sircilla,Boinpalle,05-Feb-21,0,12.2,30.3,29.8,95.9,,,,,,,
Rajanna Sircilla,Boinpalle,06-Feb-21,0,14,30.3,33.3,94.7,,,,,,,
Rajanna Sircilla,Boinpalle,07-Feb-21,0,15.9,30,41.8,92.8,,,,,,,
Rajanna Sircilla,Boinpalle,08-Feb-21,0,10.7,28.5,38.6,84.4,,,,,,,
Rajanna Sircilla,Boinpalle,09-Feb-21,0,11.2,29.1,30.5,93,,,,,,,
Rajanna Sircilla,Boinpalle,10-Feb-21,0,11.9,30.3,29.1,94.9,,,,,,,
Rajanna Sircilla,Boinpalle,11-Feb-21,0,13.2,31.2,28.7,92.7,,,,,,,
Rajanna Sircilla,Boinpalle,12-Feb-21,0,14.3,31.1,31.6,95.1,,,,,,,
Rajanna Sircilla,Boinpalle,13-Feb-21,0,14.3,31.9,28.7,94.7,,,,,,,
Rajanna Sircilla,Boinpalle,14-Feb-21,0,16.1,32,36,93.9,,,,,,,
Rajanna Sircilla,Boinpalle,15-Feb-21,0,17.1,32.6,32.9,91.4,,,,,,,
Rajanna Sircilla,Boinpalle,16-Feb-21,0,17.4,32.9,35.2,93.4,,,,,,,
Rajanna Sircilla,Boinpalle,17-Feb-21,0,16.4,34.1,31.1,93.3,,,,,,,
Rajanna Sircilla,Boinpalle,18-Feb-21,0,16.2,31.3,35.6,92.3,,,,,,,
Rajanna Sircilla,Boinpalle,19-Feb-21,0,17.9,27.8,60.8,91.7,,,,,,,
Rajanna Sircilla,Boinpalle,20-Feb-21,0,16.4,27.7,46.1,93.8,,,,,,,
Rajanna Sircilla,Boinpalle,21-Feb-21,0,16.3,29.6,42.5,95.6,,,,,,,
Rajanna Sircilla,Boinpalle,22-Feb-21,0,17.6,30.9,42.3,93.3,,,,,,,
Rajanna Sircilla,Boinpalle,23-Feb-21,0,16,31.7,34.1,94.7,,,,,,,
Rajanna Sircilla,Boinpalle,24-Feb-21,0,14.7,32.9,26.3,91.6,,,,,,,
Rajanna Sircilla,Boinpalle,25-Feb-21,0,15.2,34.8,26.4,87.7,,,,,,,
Rajanna Sircilla,Boinpalle,26-Feb-21,0,17.3,36.7,24.6,78.8,,,,,,,
Rajanna Sircilla,Boinpalle,27-Feb-21,0,16.8,36.9,26.2,84.8,,,,,,,
Rajanna Sircilla,Boinpalle,28-Feb-21,0,17.1,35.5,24.2,80.8,,,,,,,
Rajanna Sircilla,Boinpalle,01-Mar-21,0,20.9,36.6,19.7,74.6,,,,,,,
Rajanna Sircilla,Boinpalle,02-Mar-21,0,19.3,36.5,24.3,85.8,,,,,,,
Rajanna Sircilla,Boinpalle,03-Mar-21,0,18.3,34.3,32.1,84.5,,,,,,,
Rajanna Sircilla,Boinpalle,04-Mar-21,0,16.5,34.9,25.3,86.4,,,,,,,
Rajanna Sircilla,Boinpalle,05-Mar-21,0,17.2,35.5,15.9,79.2,,,,,,,
Rajanna Sircilla,Boinpalle,06-Mar-21,0,16.4,36,20.5,84.4,,,,,,,
Rajanna Sircilla,Boinpalle,07-Mar-21,0,17.1,36,21.9,88.1,,,,,,,
Rajanna Sircilla,Boinpalle,08-Mar-21,0,17.9,36.2,19.4,86.7,,,,,,,
Rajanna Sircilla,Boinpalle,09-Mar-21,0,18.2,34.9,34.7,95.1,,,,,,,
Rajanna Sircilla,Boinpalle,10-Mar-21,0,18,33.3,36.2,95.6,,,,,,,
Rajanna Sircilla,Boinpalle,11-Mar-21,0,16.9,34.5,38.4,96.9,,,,,,,
Rajanna Sircilla,Boinpalle,12-Mar-21,0,17.2,35.9,30.3,94.4,,,,,,,
Rajanna Sircilla,Boinpalle,13-Mar-21,0,15.9,34.6,36.4,94.3,,,,,,,
Rajanna Sircilla,Boinpalle,14-Mar-21,0,16.1,33,28.9,82.7,,,,,,,
Rajanna Sircilla,Boinpalle,15-Mar-21,0,17.8,35.1,26.2,83.4,,,,,,,
Rajanna Sircilla,Boinpalle,16-Mar-21,0,18.9,33.7,39.2,88.8,,,,,,,
Rajanna Sircilla,Boinpalle,17-Mar-21,0,20,35.1,33.2,86.7,,,,,,,
Rajanna Sircilla,Boinpalle,18-Mar-21,0,20.3,35.1,41,92.8,,,,,,,
Rajanna Sircilla,Boinpalle,19-Mar-21,0,20.4,33.8,40,85.9,,,,,,,
Rajanna Sircilla,Boinpalle,20-Mar-21,0,21.5,33,27.3,81.4,,,,,,,
Rajanna Sircilla,Boinpalle,21-Mar-21,0,19.6,33,30.3,77.2,,,,,,,
Rajanna Sircilla,Boinpalle,22-Mar-21,0,21.2,34.2,32.3,75.1,,,,,,,
Rajanna Sircilla,Boinpalle,23-Mar-21,0,21.7,34.7,33.7,65.8,,,,,,,
Rajanna Sircilla,Boinpalle,24-Mar-21,0,19.1,32.7,38.1,80.6,,,,,,,
Rajanna Sircilla,Boinpalle,25-Mar-21,0,20,34.6,31,82.4,,,,,,,
Rajanna Sircilla,Boinpalle,26-Mar-21,0,20.8,36.8,26.3,77,,,,,,,
Rajanna Sircilla,Boinpalle,27-Mar-21,0,20.2,36.9,29.7,79.5,,,,,,,
Rajanna Sircilla,Boinpalle,28-Mar-21,0,19.4,37.4,21,81.1,,,,,,,
Rajanna Sircilla,Boinpalle,29-Mar-21,0,20.7,38.2,10.6,74.3,,,,,,,
Rajanna Sircilla,Boinpalle,30-Mar-21,0,22,39.2,18.5,74.5,,,,,,,
Rajanna Sircilla,Boinpalle,31-Mar-21,0,22.3,39.6,16.5,63.3,,,,,,,
Rajanna Sircilla,Vemulawada,01-Jan-21,0,15.8,28.7,57.8,82.9,,,,,,,
Rajanna Sircilla,Vemulawada,02-Jan-21,0,14.9,28.4,60.1,82.8,,,,,,,
Rajanna Sircilla,Vemulawada,03-Jan-21,0,13.6,28.3,59.6,82.5,,,,,,,
Rajanna Sircilla,Vemulawada,04-Jan-21,0,15.7,28.2,57.5,82.6,,,,,,,
Rajanna Sircilla,Vemulawada,05-Jan-21,0,15,29.2,53.6,82.9,,,,,,,
Rajanna Sircilla,Vemulawada,06-Jan-21,0,19.1,29.9,55.4,82.8,,,,,,,
Rajanna Sircilla,Vemulawada,07-Jan-21,9.7,20.1,27.1,67.4,83.1,,,,,,,
Rajanna Sircilla,Vemulawada,08-Jan-21,0.8,20.5,28.8,67.8,82.3,,,,,,,
Rajanna Sircilla,Vemulawada,09-Jan-21,0,19.1,31.3,50.2,82.3,,,,,,,
Rajanna Sircilla,Vemulawada,10-Jan-21,0,16.4,30.6,45.2,82.5,,,,,,,
Rajanna Sircilla,Vemulawada,11-Jan-21,0,15.7,31.6,45.2,82.6,,,,,,,
Rajanna Sircilla,Vemulawada,12-Jan-21,0,17.8,31,54.2,82.4,,,,,,,
Rajanna Sircilla,Vemulawada,13-Jan-21,0,17.9,30.4,57.6,82.4,,,,,,,
Rajanna Sircilla,Vemulawada,14-Jan-21,0,16,31.2,46.3,82.5,,,,,,,
Rajanna Sircilla,Vemulawada,15-Jan-21,0,15.5,31.2,47.3,82.2,,,,,,,
Rajanna Sircilla,Vemulawada,16-Jan-21,0,15.5,30.4,50.2,82.1,,,,,,,
Rajanna Sircilla,Vemulawada,17-Jan-21,0,16,30.6,50.8,82.2,,,,,,,
Rajanna Sircilla,Vemulawada,18-Jan-21,0,16.2,29.2,54.3,82,,,,,,,
Rajanna Sircilla,Vemulawada,19-Jan-21,0,16.4,29.8,53.9,81.9,,,,,,,
Rajanna Sircilla,Vemulawada,20-Jan-21,0,16.5,32.1,47.6,81.8,,,,,,,
Rajanna Sircilla,Vemulawada,21-Jan-21,0,18.1,33.4,45.4,81.9,,,,,,,
Rajanna Sircilla,Vemulawada,22-Jan-21,0,17.1,33.7,45.6,82.3,,,,,,,
Rajanna Sircilla,Vemulawada,23-Jan-21,0,16.8,32.3,50,82.1,,,,,,,
Rajanna Sircilla,Vemulawada,24-Jan-21,0,17.3,32.3,50.7,82.2,,,,,,,
Rajanna Sircilla,Vemulawada,25-Jan-21,0,18,33.1,50.1,82.3,,,,,,,
Rajanna Sircilla,Vemulawada,26-Jan-21,0,17.7,33.1,49.3,82.7,,,,,,,
Rajanna Sircilla,Vemulawada,27-Jan-21,0,18.3,33.1,49,82.7,,,,,,,
Rajanna Sircilla,Vemulawada,28-Jan-21,0,19.2,31.4,57.2,82.9,,,,,,,
Rajanna Sircilla,Vemulawada,29-Jan-21,0,17.4,30.2,56.3,83.2,,,,,,,
Rajanna Sircilla,Vemulawada,30-Jan-21,0,18.5,31.5,51.1,82.5,,,,,,,
Rajanna Sircilla,Vemulawada,31-Jan-21,0,19.3,29.7,60.2,81.2,,,,,,,
Rajanna Sircilla,Vemulawada,01-Feb-21,0,16.4,30,56.8,82.1,,,,,,,
Rajanna Sircilla,Vemulawada,02-Feb-21,0,13.6,29.8,54.6,83.3,,,,,,,
Rajanna Sircilla,Vemulawada,03-Feb-21,0,12.3,30.9,39.1,83.3,,,,,,,
Rajanna Sircilla,Vemulawada,04-Feb-21,0,12.1,30.7,30.9,83.1,,,,,,,
Rajanna Sircilla,Vemulawada,05-Feb-21,0,12.3,29.5,38.7,83.6,,,,,,,
Rajanna Sircilla,Vemulawada,06-Feb-21,0,14.5,30.7,45,83.5,,,,,,,
Rajanna Sircilla,Vemulawada,07-Feb-21,0,14.9,31.5,45.5,83.1,,,,,,,
Rajanna Sircilla,Vemulawada,08-Feb-21,0,12.6,28.9,46.2,75,,,,,,,
Rajanna Sircilla,Vemulawada,09-Feb-21,0,12.1,28.7,36.3,83.8,,,,,,,
Rajanna Sircilla,Vemulawada,10-Feb-21,0,13.3,30.5,39.3,83.6,,,,,,,
Rajanna Sircilla,Vemulawada,11-Feb-21,0,13.4,31.1,37.9,83.6,,,,,,,
Rajanna Sircilla,Vemulawada,12-Feb-21,0,14.9,30.6,43.9,83.4,,,,,,,
Rajanna Sircilla,Vemulawada,13-Feb-21,0,14.5,31.7,44.3,83.7,,,,,,,
Rajanna Sircilla,Vemulawada,14-Feb-21,0,17,31.6,46.3,82.1,,,,,,,
Rajanna Sircilla,Vemulawada,15-Feb-21,0,18.2,32.7,44,78.8,,,,,,,
Rajanna Sircilla,Vemulawada,16-Feb-21,0,17,33.6,42.4,83,,,,,,,
Rajanna Sircilla,Vemulawada,17-Feb-21,0,17.4,33.1,42.7,76.7,,,,,,,
Rajanna Sircilla,Vemulawada,18-Feb-21,0,17.5,31,45.5,78.5,,,,,,,
Rajanna Sircilla,Vemulawada,19-Feb-21,0,17.8,27.4,64.8,82.6,,,,,,,
Rajanna Sircilla,Vemulawada,20-Feb-21,0,16.5,28.2,51.1,82.4,,,,,,,
Rajanna Sircilla,Vemulawada,21-Feb-21,0,16.7,30.1,51.6,83.9,,,,,,,
Rajanna Sircilla,Vemulawada,22-Feb-21,0,17.8,30.7,52.2,83.3,,,,,,,
Rajanna Sircilla,Vemulawada,23-Feb-21,0,15.5,32.1,48.4,83.9,,,,,,,
Rajanna Sircilla,Vemulawada,24-Feb-21,0,16.3,33.7,40,82.7,,,,,,,
Rajanna Sircilla,Vemulawada,25-Feb-21,0,16.4,34.3,36.4,82.8,,,,,,,
Rajanna Sircilla,Vemulawada,26-Feb-21,0,17,36.2,34.5,79.5,,,,,,,
Rajanna Sircilla,Vemulawada,27-Feb-21,0,18.1,37.3,34.8,78,,,,,,,
Rajanna Sircilla,Vemulawada,28-Feb-21,0,17.3,36,33.1,81.3,,,,,,,
Rajanna Sircilla,Vemulawada,01-Mar-21,0,22.3,36.5,30.4,67.8,,,,,,,
Rajanna Sircilla,Vemulawada,02-Mar-21,0,19.5,35.8,37.2,80,,,,,,,
Rajanna Sircilla,Vemulawada,03-Mar-21,0,19.6,34.7,38.5,78.2,,,,,,,
Rajanna Sircilla,Vemulawada,04-Mar-21,0,16.4,34.1,36.8,82.6,,,,,,,
Rajanna Sircilla,Vemulawada,05-Mar-21,0,16.7,35.5,28.5,77.9,,,,,,,
Rajanna Sircilla,Vemulawada,06-Mar-21,0,17.1,36.3,35.1,74.3,,,,,,,
Rajanna Sircilla,Vemulawada,07-Mar-21,0,16.7,35.9,35.6,79.7,,,,,,,
Rajanna Sircilla,Vemulawada,08-Mar-21,0,17.8,35.7,33.9,80.4,,,,,,,
Rajanna Sircilla,Vemulawada,09-Mar-21,0,18.8,34.4,45.9,82.8,,,,,,,
Rajanna Sircilla,Vemulawada,10-Mar-21,0,19.1,34.1,43.4,82.5,,,,,,,
Rajanna Sircilla,Vemulawada,11-Mar-21,0,17,34.3,48.1,83.7,,,,,,,
Rajanna Sircilla,Vemulawada,12-Mar-21,0,17.9,34.8,37.5,82.4,,,,,,,
Rajanna Sircilla,Vemulawada,13-Mar-21,0,15.5,36.1,37.6,81.7,,,,,,,
Rajanna Sircilla,Vemulawada,14-Mar-21,0,16.4,32.7,37.2,81.1,,,,,,,
Rajanna Sircilla,Vemulawada,15-Mar-21,0,18.2,34.4,35,76.9,,,,,,,
Rajanna Sircilla,Vemulawada,16-Mar-21,0,18.4,35.2,45.4,79.9,,,,,,,
Rajanna Sircilla,Vemulawada,17-Mar-21,0,19.6,34.4,44.8,79.2,,,,,,,
Rajanna Sircilla,Vemulawada,18-Mar-21,0,20.9,35.7,47.3,83,,,,,,,
Rajanna Sircilla,Vemulawada,19-Mar-21,0,20.3,34.8,44.3,74.8,,,,,,,
Rajanna Sircilla,Vemulawada,20-Mar-21,0,21.1,33,39.8,75.6,,,,,,,
Rajanna Sircilla,Vemulawada,21-Mar-21,0,19,33,46.8,75.3,,,,,,,
Rajanna Sircilla,Vemulawada,22-Mar-21,0,20.5,35.1,49.6,83.5,,,,,,,
Rajanna Sircilla,Vemulawada,23-Mar-21,0,22.4,36.7,39.5,68.3,,,,,,,
Rajanna Sircilla,Vemulawada,24-Mar-21,0,19.4,33.8,44.7,75.9,,,,,,,
Rajanna Sircilla,Vemulawada,25-Mar-21,0,20.4,35.4,43.2,79.5,,,,,,,
Rajanna Sircilla,Vemulawada,26-Mar-21,0,21.3,37.2,35.7,73.1,,,,,,,
Rajanna Sircilla,Vemulawada,27-Mar-21,0,21.1,36.1,39.9,79.1,,,,,,,
Rajanna Sircilla,Vemulawada,28-Mar-21,0,20.6,37,33.9,77.8,,,,,,,
Rajanna Sircilla,Vemulawada,29-Mar-21,0,20.7,38.4,29.9,74.9,,,,,,,
Rajanna Sircilla,Vemulawada,30-Mar-21,0,21.8,40.3,31.1,78,,,,,,,
Rajanna Sircilla,Vemulawada,31-Mar-21,0,23.2,40.4,27.7,63.3,,,,,,,
Rajanna Sircilla,Sirsilla,01-Jan-21,0,16.8,30.5,48.1,100,,,,,,,
Rajanna Sircilla,Sirsilla,02-Jan-21,0,16,30,55.7,100,,,,,,,
Rajanna Sircilla,Sirsilla,03-Jan-21,0,14.5,30.3,52.9,100,,,,,,,
Rajanna Sircilla,Sirsilla,04-Jan-21,0,16.3,28.9,47.9,100,,,,,,,
Rajanna Sircilla,Sirsilla,05-Jan-21,0,16.1,32.9,33.7,100,,,,,,,
Rajanna Sircilla,Sirsilla,06-Jan-21,0,20.1,31.6,44,100,,,,,,,
Rajanna Sircilla,Sirsilla,07-Jan-21,10.5,20,29,61.6,100,,,,,,,
Rajanna Sircilla,Sirsilla,08-Jan-21,1.9,20.4,30.2,67.3,100,,,,,,,
Rajanna Sircilla,Sirsilla,09-Jan-21,0,19.7,31.1,40.4,100,,,,,,,
Rajanna Sircilla,Sirsilla,10-Jan-21,0,17.8,30.7,34.5,100,,,,,,,
Rajanna Sircilla,Sirsilla,11-Jan-21,0,16.7,33.5,27.4,100,,,,,,,
Rajanna Sircilla,Sirsilla,12-Jan-21,0,18.1,32.7,43,100,,,,,,,
Rajanna Sircilla,Sirsilla,13-Jan-21,0,18.2,30.3,57.8,100,,,,,,,
Rajanna Sircilla,Sirsilla,14-Jan-21,0,17.3,31.6,30.7,100,,,,,,,
Rajanna Sircilla,Sirsilla,15-Jan-21,0,16.7,33.8,35.8,100,,,,,,,
Rajanna Sircilla,Sirsilla,16-Jan-21,0,16.9,33.3,36.6,100,,,,,,,
Rajanna Sircilla,Sirsilla,17-Jan-21,0,17.4,33.5,30.1,100,,,,,,,
Rajanna Sircilla,Sirsilla,18-Jan-21,0,18,31.9,45.7,100,,,,,,,
Rajanna Sircilla,Sirsilla,19-Jan-21,0,17.6,31.9,47.9,100,,,,,,,
Rajanna Sircilla,Sirsilla,20-Jan-21,0,17.7,35,35.3,100,,,,,,,
Rajanna Sircilla,Sirsilla,21-Jan-21,0,18,36,27.4,100,,,,,,,
Rajanna Sircilla,Sirsilla,22-Jan-21,0,18.6,35.1,33.1,100,,,,,,,
Rajanna Sircilla,Sirsilla,23-Jan-21,0,18,33.7,39.5,100,,,,,,,
Rajanna Sircilla,Sirsilla,24-Jan-21,0,18.6,35.1,36.3,100,,,,,,,
Rajanna Sircilla,Sirsilla,25-Jan-21,0,18.8,35.6,32,100,,,,,,,
Rajanna Sircilla,Sirsilla,26-Jan-21,0,19.1,35.6,39,100,,,,,,,
Rajanna Sircilla,Sirsilla,27-Jan-21,0,19.4,33.7,37.9,100,,,,,,,
Rajanna Sircilla,Sirsilla,28-Jan-21,0,19.5,32.8,54.6,100,,,,,,,
Rajanna Sircilla,Sirsilla,29-Jan-21,0,18.7,33.6,40.9,100,,,,,,,
Rajanna Sircilla,Sirsilla,30-Jan-21,0,20.4,34.1,37,96.8,,,,,,,
Rajanna Sircilla,Sirsilla,31-Jan-21,0,19.5,31.5,57.8,88.1,,,,,,,
Rajanna Sircilla,Sirsilla,01-Feb-21,0,17.8,32.4,49.8,92.7,,,,,,,
Rajanna Sircilla,Sirsilla,02-Feb-21,0,15.5,31.7,46.5,100,,,,,,,
Rajanna Sircilla,Sirsilla,03-Feb-21,0,13.1,34.1,10.2,100,,,,,,,
Rajanna Sircilla,Sirsilla,04-Feb-21,0,13.7,34,9.6,100,,,,,,,
Rajanna Sircilla,Sirsilla,05-Feb-21,0,14,33.5,12.3,100,,,,,,,
Rajanna Sircilla,Sirsilla,06-Feb-21,0,16,33.4,26.1,100,,,,,,,
Rajanna Sircilla,Sirsilla,07-Feb-21,0,15.5,33.6,26.7,100,,,,,,,
Rajanna Sircilla,Sirsilla,08-Feb-21,0,12.5,28.9,36.6,100,,,,,,,
Rajanna Sircilla,Sirsilla,09-Feb-21,0,12.2,32.7,16,100,,,,,,,
